Refererence set,Term,Preferred Term,Concept Id
Sykepleierdiagnoser,Pain (finding),smerter,22253000
Sykepleierdiagnoser,At increased risk of bradycardia (finding),risiko for bradykardi,704306003
Sykepleierdiagnoser,At increased risk of cramp (finding),risiko for krampe,347341000202106
Sykepleierdiagnoser,Lack of opportunity for privacy (finding),manglende mulighet for privatliv,735250009
Sykepleierdiagnoser,At increased risk for compromised human dignity (finding),risiko for krenkt verdigheit,423245001
Sykepleierdiagnoser,Impaired peripheral neurovascular function (finding),nedsett perifer nevrovaskulær funksjon,1149251000
Sykepleierdiagnoser,Polypharmacy (finding),polyfarmasi,129846003
Sykepleierdiagnoser,Hemorrhoids (disorder),hemoroidar,70153002
Sykepleierdiagnoser,Deficient knowledge of behavior change process (finding),mangelfull kunnskap om atferdsendring,704680001
Sykepleierdiagnoser,Dysfunctional ventilatory weaning response (finding),problem med respiratoravvenning,129897006
Sykepleierdiagnoser,Next of kin information status (finding),pårørendes informasjonsstatus,310389000
Sykepleierdiagnoser,Mental health problem (finding),problem med mental helse,413307004
Sykepleierdiagnoser,Neonatal respiratory distress (finding),respirasjonsbesvær hos nyfødt,1179627006
Sykepleierdiagnoser,Difficulty performing mouthcare activities (finding),vanskar med å utføra munnhygiene,289128002
Sykepleierdiagnoser,At increased risk of ineffective tissue perfusion (finding),risiko for ineffektiv vevsperfusjon,704364002
Sykepleierdiagnoser,Manic mood (finding),manisk stemningsleie,405273008
Sykepleierdiagnoser,At increased risk for post-trauma syndrome (finding),risiko for posttraumatisk reaksjon,129710004
Sykepleierdiagnoser,At increased risk for delirium (finding),risiko for delirium,430794006
Sykepleierdiagnoser,At increased risk of dehydration (finding),risiko for dehydrering,704420006
Sykepleierdiagnoser,Impaired bed mobility (finding),nedsatt mobilitet i seng,129859006
Sykepleierdiagnoser,Allergic reaction (disorder),allergisk reaksjon,419076005
Sykepleierdiagnoser,Adequate reproductive system function (finding),tilfredsstillande funksjon i reproduksjonssystem,278951000202101
Sykepleierdiagnoser,At increased risk for disorganized infant behavior (finding),risiko for desorganisert spedbarnsåtferd,129706002
Sykepleierdiagnoser,Deficient knowledge of medication (finding),mangelfull kunnskap om legemiddel,706869001
Sykepleierdiagnoser,At increased risk from passive smoking (finding),risiko for passiv røyking,713142003
Sykepleierdiagnoser,Sedated (finding),sedert,17971005
Sykepleierdiagnoser,Fear about medication side effects (finding),frykt for legemiddelbivirkninger,714667008
Sykepleierdiagnoser,Lack of access to transportation (finding),manglande tilgang på transport,713458007
Sykepleierdiagnoser,Difficulty managing personal financial activities (finding),vanskar med å handtera eigen økonomi,300686005
Sykepleierdiagnoser,Spiritual distress (finding),eksistensiell krise,26110006
Sykepleierdiagnoser,Functional urinary incontinence (finding),funksjonell urininkontinens,129847007
Sykepleierdiagnoser,Impaired neurological status (finding),svekt nevrologisk status,278021000202107
Sykepleierdiagnoser,Adult failure to thrive syndrome (disorder),failure to thrive hos voksen,129588001
Sykepleierdiagnoser,Alteration in nutrition: more than body requirements (finding),høyere næringsinntak enn kroppen behøver,45346005
Sykepleierdiagnoser,Deficient knowledge of community services (finding),mangelfull kunnskap om lokalt tenestetilbod,704400005
Sykepleierdiagnoser,Mood swings (finding),labilt stemningsleie,18963009
Sykepleierdiagnoser,Delirious (finding),delirisk,419567006
Sykepleierdiagnoser,Sleep pattern disturbance (finding),forstyrra søvnmønster,26677001
Sykepleierdiagnoser,Contact with and exposure to other communicable diseases (situation),kontakt med eller eksponering for annan smittsam sjukdom,1223891000202107
Sykepleierdiagnoser,Spiritual state alteration (finding),endra åndeleg tilstand,129888007
Sykepleierdiagnoser,Lacking belief in own ability (finding),manglende tro på egne evner,286650004
Sykepleierdiagnoser,Elevated mood (finding),forhøyet stemningsleie,81548002
Sykepleierdiagnoser,Low risk of harm to others (finding),lav risiko for å skade andre,406555004
Sykepleierdiagnoser,Posterior rhinorrhea (disorder),bakre rhinoré,75803007
Sykepleierdiagnoser,Death anxiety (finding),dødsangst,129869000
Sykepleierdiagnoser,At increased risk of transfer injury (finding),risiko for forflyttingsskade,704682009
Sykepleierdiagnoser,Current drug user (finding),nåværende rusmiddelbruk,417284009
Sykepleierdiagnoser,Ineffective thermoregulation (finding),ineffektiv temperaturregulering,85623003
Sykepleierdiagnoser,Fluid imbalance (disorder),væskeubalanse,190902006
Sykepleierdiagnoser,Withdrawal symptom (finding),abstinenssymptom,720822008
Sykepleierdiagnoser,Active range of joint movement reduced (finding),redusert aktivt bevegelsesutslag,298222004
Sykepleierdiagnoser,At increased risk for violence (finding),risiko for vald,65108000
Sykepleierdiagnoser,"Complication of pregnancy, childbirth and/or puerperium (disorder)","komplikasjon ved svangerskap, fødsel og/eller barseltid",198609003
Sykepleierdiagnoser,Situational low self-esteem (finding),situasjonsbunden låg sjølvkjensle,129871000
Sykepleierdiagnoser,Candidiasis of mouth and esophagus (disorder),candidiasis i munn og øsofagus,266154004
Sykepleierdiagnoser,Heartburn (finding),halsbrann,16331000
Sykepleierdiagnoser,Confusional state (disorder),forvirringstilstand,286933003
Sykepleierdiagnoser,Feeling hopeless (finding),vonløyse,307077003
Sykepleierdiagnoser,Aphasia (finding),afasi,87486003
Sykepleierdiagnoser,Disruptions of 24 hour sleep-wake cycle (disorder),forstyrret døgnrytme,31491000119109
Sykepleierdiagnoser,Fear (finding),frykt,1402001
Sykepleierdiagnoser,Deficient knowledge of family planning methods (finding),mangelfull kunnskap om familieplanleggingsmetodar,423875000
Sykepleierdiagnoser,Excessive euphoria (finding),overdriven eufori,1156331007
Sykepleierdiagnoser,At increased risk of diarrhea (finding),risiko for diaré,704419000
Sykepleierdiagnoser,Xeroderma (disorder),xeroderma,52475004
Sykepleierdiagnoser,At increased risk of impaired respiratory system function (finding),risiko for nedsett funksjon i respirasjonssystem,704296008
Sykepleierdiagnoser,Deficient knowledge of medication regimen (finding),mangelfull kunnskap om lækjemiddelregime,129866007
Sykepleierdiagnoser,Need for continuous supervision (situation),behov for kontinuerlig tilsyn,1.23E+15
Sykepleierdiagnoser,Compulsive behavior (finding),tvangsprega åtferd,12479006
Sykepleierdiagnoser,Asthenia (finding),asteni,13791008
Sykepleierdiagnoser,Polyuria (finding),polyuri,28442001
Sykepleierdiagnoser,At increased risk for sudden infant death syndrome (finding),risiko for krybbedød,392562007
Sykepleierdiagnoser,Swallowing finding (finding),funn om svelging,258149004
Sykepleierdiagnoser,At increased risk for complication during labor and delivery (finding),risiko for komplikasjon under fødselsarbeid og forløsning,1269476005
Sykepleierdiagnoser,Constipation (finding),obstipasjon,14760008
Sykepleierdiagnoser,Impaired tissue integrity (finding),svekket vevskvalitet,48851009
Sykepleierdiagnoser,At increased risk of impaired caregiver child attachment (finding),risiko for svekt tilknyting mellom omsorgsgjevar og barn,704355007
Sykepleierdiagnoser,Planned home death (finding),planlagd heimedød,497701000202109
Sykepleierdiagnoser,Altered body image (finding),endret kroppsbilde,225507001
Sykepleierdiagnoser,Itching of skin (finding),hudkløe,418363000
Sykepleierdiagnoser,Decreased level of consciousness (finding),nedsatt bevissthetsnivå,443371007
Sykepleierdiagnoser,Wound due to malignant neoplastic disease (disorder),malignt sår,1145523004
Sykepleierdiagnoser,Emaciated (finding),avmagra,371597004
Sykepleierdiagnoser,"At increased risk for imbalanced nutrition, less than body requirements (finding)",risiko for lavt næringsinntak,129845004
Sykepleierdiagnoser,Bleeding from nose (finding),nasebløding,249366005
Sykepleierdiagnoser,Apraxia (finding),apraksi,68345001
Sykepleierdiagnoser,Abandoned child (finding),forlate barn,160507001
Sykepleierdiagnoser,At increased risk of dissatisfaction with healthcare (finding),risiko for misnøye med helsehjelp,704365001
Sykepleierdiagnoser,Ineffective breathing pattern (finding),ineffektivt respirasjonsmønster,20573003
Sykepleierdiagnoser,At risk of pressure injury (finding),risiko for trykksår,285304000
Sykepleierdiagnoser,Respiratory distress (finding),respiratorisk stress,271825005
Sykepleierdiagnoser,Cardiovascular system alteration (finding),endring i kardiovaskulært system,129898001
Sykepleierdiagnoser,Increased risk of ineffective implementation of care (finding),risiko for ineffektiv gjennomføring av behandling,588781000202106
Sykepleierdiagnoser,Deficient knowledge of fall prevention (finding),mangelfull kunnskap om fallforebygging,704403007
Sykepleierdiagnoser,Unwilling (finding),uvillig,225465005
Sykepleierdiagnoser,Disturbed energy field (finding),forstyrret energifelt,129688005
Sykepleierdiagnoser,At increased risk of infection of oral mucous membrane (finding),risiko for infeksjon i munnslimhinne,704418008
Sykepleierdiagnoser,Communication disorder (disorder),kommunikasjonsforstyrring,278919001
Sykepleierdiagnoser,Low self-esteem (finding),lav selvfølelse,286647002
Sykepleierdiagnoser,At increased risk of impaired ability to perform caretaking (finding),risiko for nedsatt evne til omsorgsutøvelse,714663007
Sykepleierdiagnoser,Difficulty managing nephrostomy care (finding),vansker med å håndtere nefrostomistell,704309005
Sykepleierdiagnoser,Persistent sadness (finding),vedvarende tristhet,1217332007
Sykepleierdiagnoser,Difficulty managing stoma care (finding),vansker med å håndtere stomistell,705019003
Sykepleierdiagnoser,Infectious disease (disorder),infeksjonssykdom,40733004
Sykepleierdiagnoser,At increased risk for falls (finding),risiko for fall,129839007
Sykepleierdiagnoser,At increased risk of urinary tract infection (finding),risiko for urinveisinfeksjon,225956009
Sykepleierdiagnoser,Nausea (finding),kvalme,422587007
Sykepleierdiagnoser,At increased risk for male infertility (finding),risiko for mannleg infertilitet,1269478006
Sykepleierdiagnoser,Injury of kidney (disorder),nyreskade,40095003
Sykepleierdiagnoser,Wheezing (finding),pipande respirasjon,56018004
Sykepleierdiagnoser,Abnormal vital signs (finding),unormale vitale teikn,41236000
Sykepleierdiagnoser,Impairment of adult development (finding),nedsatt utvikling hos voksen,704427009
Sykepleierdiagnoser,Neurological deficit (finding),nevrologisk utfallssymptom,264552009
Sykepleierdiagnoser,Harmful pattern of substance use (disorder),skadelig bruksmønster for substans,1306692000
Sykepleierdiagnoser,Maternal breastfeeding interrupted (finding),avbroten amming,497531000202107
Sykepleierdiagnoser,Deficient knowledge of child development (finding),mangelfull kunnskap om barns utvikling,704383009
Sykepleierdiagnoser,Limited ability to think abstractly (finding),begrenset evne til abstrakt tenkning,424100000
Sykepleierdiagnoser,Substance dependence (disorder),substansavhengighet,1254812006
Sykepleierdiagnoser,Self-toileting deficit (finding),nedsett evne til å utføra toalettbesøk,373191003
Sykepleierdiagnoser,Postoperative state (finding),postoperativ tilstand,19585003
Sykepleierdiagnoser,Ineffective tissue perfusion (finding),ineffektiv vevsperfusjon,409055009
Sykepleierdiagnoser,Chronic low self-esteem (finding),kronisk låg sjølvkjensle,129870004
Sykepleierdiagnoser,At increased risk of late effect due to and following disorder (finding),risiko for sekvele etter sykdom,278601000202108
Sykepleierdiagnoser,Difficulty obtaining medication (finding),vansker med å skaffe legemiddel,714666004
Sykepleierdiagnoser,Memory impairment (finding),svekt hukommelse,386807006
Sykepleierdiagnoser,Victim of neglect (finding),utsatt for omsorgssvikt,95930005
Sykepleierdiagnoser,Xerostomia (finding),munntørrheit,87715008
Sykepleierdiagnoser,At increased risk for aspiration (finding),risiko for aspirasjon,371736008
Sykepleierdiagnoser,Nightmares (finding),mareritt,419145002
Sykepleierdiagnoser,At increased risk for situational low self-esteem (finding),risiko for situasjonsbetinget lav selvfølelse,129838004
Sykepleierdiagnoser,Paralysis (finding),paralyse,44695005
Sykepleierdiagnoser,Deficient knowledge of oral hygiene (finding),mangelfull kunnskap om munnhygiene,704381006
Sykepleierdiagnoser,At increased risk for environmental injury (finding),risiko for miljøskade,704353000
Sykepleierdiagnoser,Tremor (finding),tremor,26079004
Sykepleierdiagnoser,At increased risk for disorder due to contraceptive use (finding),risiko for sjukdom som kjem av prevensjonsbruk,1279828000
Sykepleierdiagnoser,Difficulty performing personal grooming activity (finding),vanskar med å stella seg,704439001
Sykepleierdiagnoser,Housebound (finding),bunden til huset,160689007
Sykepleierdiagnoser,Indigestion (finding),dyspepsi,162031009
Sykepleierdiagnoser,Restlessness (finding),rastløshet,162221009
Sykepleierdiagnoser,Deficient knowledge of exercise (finding),mangelfull kunnskap om trening,704446005
Sykepleierdiagnoser,Deficit of medication supply (finding),manglande tilgang på lækjemiddel,705046008
Sykepleierdiagnoser,Difficulty managing peritoneal dialysis (finding),vanskar med å handtera peritonealdialyse,704308002
Sykepleierdiagnoser,Problem with continuity of care (finding),problem med kontinuitet i helsehjelp,704303006
Sykepleierdiagnoser,Personal care disability (finding),funksjonsnedsetjing knytt til eigenomsorg,228151002
Sykepleierdiagnoser,Uncooperative behavior (finding),samarbeidsuvillig atferd,248042003
